outcome,weight_class,f1_name,f2_name,winner,loser,method,method_details,end_round,time,total_time
win,Heavyweight,curtis blaydes,chris daukaus,curtis blaydes,chris daukaus,KO/TKO,Punch,2,0:17,317.0
win,Women's Flyweight,alexa grasso,joanne wood,alexa grasso,joanne wood,SUB,Rear Naked Choke,1,3:57,237.0
win,Welterweight,bryan barberena,matt brown,bryan barberena,matt brown,S-DEC,,3,5:00,900.0
win,Flyweight,kai kara-france,askar askarov,kai kara-france,askar askarov,U-DEC,,3,5:00,900.0
win,Welterweight,neil magny,max griffin,neil magny,max griffin,S-DEC,,3,5:00,900.0
win,Lightweight,marc diakiese,viacheslav borshchev,marc diakiese,viacheslav borshchev,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,sara mcmann,karol rosa,sara mcmann,karol rosa,U-DEC,,3,5:00,900.0
win,Bantamweight,chris gutierrez,batgerel danaa,chris gutierrez,batgerel danaa,KO/TKO,Spinning Back Fist,2,2:34,454.0
win,Middleweight,aliaskhab khizriev,denis tiuliulin,aliaskhab khizriev,denis tiuliulin,SUB,Rear Naked Choke,2,1:58,418.0
win,Women's Flyweight,manon fiorot,jennifer maia,manon fiorot,jennifer maia,U-DEC,,3,5:00,900.0
win,Flyweight,matheus nicolau,david dvorak,matheus nicolau,david dvorak,U-DEC,,3,5:00,900.0
win,Featherweight,luis saldana,bruno souza,luis saldana,bruno souza,U-DEC,,3,5:00,900.0
win,Bantamweight,marlon vera,rob font,marlon vera,rob font,U-DEC,,5,5:00,1500.0
win,Heavyweight,andrei arlovski,jake collier,andrei arlovski,jake collier,S-DEC,,3,5:00,900.0
win,Featherweight,joanderson brito,andre fili,joanderson brito,andre fili,KO/TKO,Punch,1,0:41,41.0
win,Lightweight,grant dawson,jared gordon,grant dawson,jared gordon,SUB,Rear Naked Choke,3,4:11,851.0
win,Featherweight,darren elkins,tristan connelly,darren elkins,tristan connelly,U-DEC,,3,5:00,900.0
win,Middleweight,krzysztof jotko,gerald meerschaert,krzysztof jotko,gerald meerschaert,U-DEC,,3,5:00,900.0
win,Heavyweight,alexandr romanov,chase sherman,alexandr romanov,chase sherman,SUB,Keylock,1,2:11,131.0
win,Flyweight,francisco figueiredo,daniel lacerda,francisco figueiredo,daniel lacerda,SUB,Kneebar,1,1:18,78.0
win,Welterweight,gabe green,yohan lainesse,gabe green,yohan lainesse,KO/TKO,Punches,2,4:02,542.0
win,Lightweight,natan levy,mike breeden,natan levy,mike breeden,U-DEC,,3,5:00,900.0
win,Women's Flyweight,shanna young,gina mazany,shanna young,gina mazany,KO/TKO,Punches,2,3:11,491.0
win,Women's Strawweight,jessica andrade,amanda lemos,jessica andrade,amanda lemos,SUB,Arm Triangle,1,3:13,193.0
win,Lightweight,claudio puelles,clay guida,claudio puelles,clay guida,SUB,Kneebar,1,3:01,181.0
win,Women's Flyweight,maycee barber,montana de la rosa,maycee barber,montana de la rosa,U-DEC,,3,5:00,900.0
win,Featherweight,charles jourdain,lando vannata,charles jourdain,lando vannata,SUB,Guillotine Choke,1,2:32,152.0
win,Catch Weight,marc-andre barriault,jordan wright,marc-andre barriault,jordan wright,SUB,Guillotine Choke,1,2:36,156.0
win,Welterweight,sergey khandozhko,dwight grant,sergey khandozhko,dwight grant,KO/TKO,Punches,2,4:15,555.0
win,Light Heavyweight,tyson pedro,ike villanueva,tyson pedro,ike villanueva,KO/TKO,Punches,1,4:55,295.0
win,Bantamweight,aoriqileng,cameron else,aoriqileng,cameron else,KO/TKO,Punches,1,2:48,168.0
win,Welterweight,preston parsons,evan elder,preston parsons,evan elder,U-DEC,,3,5:00,900.0
win,Light Heavyweight,philipe lins,marcin prachnio,philipe lins,marcin prachnio,U-DEC,,3,5:00,900.0
win,Welterweight,mike jackson,dean barry,mike jackson,dean barry,DQ,,1,3:52,232.0
win,Women's Bantamweight,ketlen vieira,holly holm,ketlen vieira,holly holm,S-DEC,,5,5:00,1500.0
win,Welterweight,michel pereira,santiago ponzinibbio,michel pereira,santiago ponzinibbio,S-DEC,,3,5:00,900.0
win,Middleweight,chidi njokuani,dusko todorovic,chidi njokuani,dusko todorovic,KO/TKO,Elbow,1,4:48,288.0
win,Women's Strawweight,tabatha ricci,polyana viana,tabatha ricci,polyana viana,U-DEC,,3,5:00,900.0
win,Middleweight,junyong park,eryk anders,junyong park,eryk anders,S-DEC,,3,5:00,900.0
win,Middleweight,joseph holmes,alen amedovski,joseph holmes,alen amedovski,SUB,Rear Naked Choke,1,1:04,64.0
win,Heavyweight,jailton almeida,parker porter,jailton almeida,parker porter,SUB,Rear Naked Choke,1,4:35,275.0
win,Lightweight,uros medic,omar morales,uros medic,omar morales,KO/TKO,Punch,2,3:05,485.0
win,Bantamweight,jonathan martinez,vince morales,jonathan martinez,vince morales,U-DEC,,3,5:00,900.0
win,Featherweight,chase hooper,felipe colares,chase hooper,felipe colares,KO/TKO,Punches,3,3:00,780.0
win,Women's Strawweight,sam hughes,elise reed,sam hughes,elise reed,KO/TKO,Elbows,3,3:52,832.0
win,Lightweight,charles oliveira,justin gaethje,charles oliveira,justin gaethje,SUB,Rear Naked Choke,1,3:22,202.0
win,Women's Strawweight,carla esparza,rose namajunas,carla esparza,rose namajunas,S-DEC,,5,5:00,1500.0
win,Lightweight,michael chandler,tony ferguson,michael chandler,tony ferguson,KO/TKO,Kick,2,0:17,317.0
win,Light Heavyweight,ovince saint preux,mauricio rua,ovince saint preux,mauricio rua,S-DEC,,3,5:00,900.0
win,Welterweight,randy brown,khaos williams,randy brown,khaos williams,S-DEC,,3,5:00,900.0
win,Welterweight,francisco trinaldo,danny roberts,francisco trinaldo,danny roberts,U-DEC,,3,5:00,900.0
win,Women's Featherweight,macy chiasson,norma dumont,macy chiasson,norma dumont,S-DEC,,3,5:00,900.0
win,Flyweight,brandon royval,matt schnell,brandon royval,matt schnell,SUB,Guillotine Choke,1,2:14,134.0
win,Heavyweight,blagoy ivanov,marcos rogerio de lima,blagoy ivanov,marcos rogerio de lima,U-DEC,,3,5:00,900.0
win,Welterweight,andre fialho,cameron vancamp,andre fialho,cameron vancamp,KO/TKO,Punch,1,2:35,155.0
win,Women's Flyweight,tracy cortez,melissa gatto,tracy cortez,melissa gatto,U-DEC,,3,5:00,900.0
win,Flyweight,cj vergara,kleydson rodrigues,cj vergara,kleydson rodrigues,S-DEC,,3,5:00,900.0
win,Women's Strawweight,loopy godinez,ariane carnelossi,loopy godinez,ariane carnelossi,U-DEC,,3,5:00,900.0
win,Bantamweight,journey newson,fernie garcia,journey newson,fernie garcia,U-DEC,,3,5:00,900.0
win,Light Heavyweight,jan blachowicz,aleksandar rakic,jan blachowicz,aleksandar rakic,KO/TKO,,3,1:11,671.0
win,Light Heavyweight,ryan spann,ion cutelaba,ryan spann,ion cutelaba,SUB,Guillotine Choke,1,2:22,142.0
win,Bantamweight,davey grant,louis smolka,davey grant,louis smolka,KO/TKO,Punches,3,0:49,649.0
win,Women's Flyweight,katlyn cerminara,amanda ribas,katlyn cerminara,amanda ribas,S-DEC,,3,5:00,900.0
win,Lightweight,manuel torres,frank camacho,manuel torres,frank camacho,KO/TKO,Punches,1,3:27,207.0
win,Flyweight,allan nascimento,jake hadley,allan nascimento,jake hadley,U-DEC,,3,5:00,900.0
win,Women's Flyweight,viviane araujo,andrea lee,viviane araujo,andrea lee,U-DEC,,3,5:00,900.0
win,Lightweight,michael johnson,alan patrick,michael johnson,alan patrick,KO/TKO,Punch,2,3:22,502.0
win,Women's Strawweight,virna jandiroba,angela hill,virna jandiroba,angela hill,U-DEC,,3,5:00,900.0
win,Flyweight,tatsuro taira,carlos candelario,tatsuro taira,carlos candelario,U-DEC,,3,5:00,900.0
win,Middleweight,andre petroski,nick maximov,andre petroski,nick maximov,SUB,Anaconda Choke,1,1:16,76.0
win,Light Heavyweight,jiri prochazka,glover teixeira,jiri prochazka,glover teixeira,SUB,Rear Naked Choke,5,4:32,1472.0
win,Women's Flyweight,valentina shevchenko,taila santos,valentina shevchenko,taila santos,S-DEC,,5,5:00,1500.0
win,Women's Strawweight,zhang weili,joanna jedrzejczyk,zhang weili,joanna jedrzejczyk,KO/TKO,Spinning Back Fist,2,2:28,448.0
win,Welterweight,jake matthews,andre fialho,jake matthews,andre fialho,KO/TKO,Punch,2,2:24,444.0
win,Welterweight,jack della maddalena,ramazan emeev,jack della maddalena,ramazan emeev,KO/TKO,Punch,1,2:32,152.0
win,Featherweight,josh culibao,seungwoo choi,josh culibao,seungwoo choi,S-DEC,,3,5:00,900.0
win,Lightweight,maheshate,steve garcia,maheshate,steve garcia,KO/TKO,Punch,1,1:14,74.0
win,Middleweight,brendan allen,jacob malkoun,brendan allen,jacob malkoun,U-DEC,,3,5:00,900.0
win,Bantamweight,kyung ho kang,batgerel danaa,kyung ho kang,batgerel danaa,U-DEC,,3,5:00,900.0
win,Women's Strawweight,silvana gomez juarez,liang na,silvana gomez juarez,liang na,KO/TKO,Punches,1,1:22,82.0
win,Women's Featherweight,joselyne edwards,ramona pascual,joselyne edwards,ramona pascual,U-DEC,,3,5:00,900.0
win,Heavyweight,alexander volkov,jairzinho rozenstruik,alexander volkov,jairzinho rozenstruik,KO/TKO,Punches,1,2:12,132.0
win,Featherweight,movsar evloev,dan ige,movsar evloev,dan ige,U-DEC,,3,5:00,900.0
win,Featherweight,lucas almeida,michael trizano,lucas almeida,michael trizano,KO/TKO,Punches,3,0:55,655.0
win,Women's Flyweight,karine silva,poliana botelho,karine silva,poliana botelho,SUB,D'Arce Choke,1,4:55,295.0
win,Flyweight,ode osbourne,zarrukh adashev,ode osbourne,zarrukh adashev,KO/TKO,Punch,1,1:01,61.0
win,Light Heavyweight,alonzo menifield,askar mozharov,alonzo menifield,askar mozharov,KO/TKO,Elbows,1,4:40,280.0
win,Women's Strawweight,karolina kowalkiewicz,felice herrig,karolina kowalkiewicz,felice herrig,SUB,Rear Naked Choke,2,4:01,541.0
win,Lightweight,joe solecki,alex da silva,joe solecki,alex da silva,M-DEC,,3,5:00,900.0
win,Featherweight,josh emmett,calvin kattar,josh emmett,calvin kattar,S-DEC,,5,5:00,1500.0
win,Welterweight,kevin holland,tim means,kevin holland,tim means,SUB,D'Arce Choke,2,1:28,388.0
win,Middleweight,joaquin buckley,albert duraev,joaquin buckley,albert duraev,KO/TKO,,2,5:00,600.0
win,Lightweight,damir ismagulov,guram kutateladze,damir ismagulov,guram kutateladze,S-DEC,,3,5:00,900.0
win,Middleweight,gregory rodrigues,julian marquez,gregory rodrigues,julian marquez,KO/TKO,Punch,1,3:18,198.0
win,Bantamweight,adrian yanez,tony kelley,adrian yanez,tony kelley,KO/TKO,Punches,1,3:49,229.0
win,Women's Flyweight,natalia silva,jasmine jasudavicius,natalia silva,jasmine jasudavicius,U-DEC,,3,5:00,900.0
win,Welterweight,jeremiah wells,court mcgee,jeremiah wells,court mcgee,KO/TKO,Punch,1,1:34,94.0
win,Featherweight,ricardo ramos,danny chavez,ricardo ramos,danny chavez,KO/TKO,Spinning Back Elbow,1,1:12,72.0
win,Women's Strawweight,maria oliveira,gloria de paula,maria oliveira,gloria de paula,S-DEC,,3,5:00,900.0
win,Bantamweight,cody stamann,eddie wineland,cody stamann,eddie wineland,KO/TKO,Punches,1,0:59,59.0
win,Middleweight,phil hawes,deron winn,phil hawes,deron winn,KO/TKO,Elbows,2,4:25,565.0
win,Middleweight,roman dolidze,kyle daukaus,roman dolidze,kyle daukaus,KO/TKO,Knee,1,1:13,73.0
win,Featherweight,damon jackson,dan argueta,damon jackson,dan argueta,U-DEC,,3,5:00,900.0
win,Lightweight,benoit saint denis,niklas stolze,benoit saint denis,niklas stolze,SUB,Rear Naked Choke,2,1:32,392.0
win,Bantamweight,tony gravely,johnny munoz,tony gravely,johnny munoz,KO/TKO,Punch,1,1:08,68.0
win,Flyweight,jeff molina,zhalgas zhumagulov,jeff molina,zhalgas zhumagulov,S-DEC,,3,5:00,900.0
win,Welterweight,rinat fakhretdinov,andreas michailidis,rinat fakhretdinov,andreas michailidis,U-DEC,,3,5:00,900.0
win,Women's Flyweight,erin blanchfield,jj aldrich,erin blanchfield,jj aldrich,SUB,Guillotine Choke,2,2:38,458.0
win,Lightweight,mateusz gamrot,arman tsarukyan,mateusz gamrot,arman tsarukyan,U-DEC,,5,5:00,1500.0
win,Welterweight,shavkat rakhmonov,neil magny,shavkat rakhmonov,neil magny,SUB,Guillotine Choke,2,4:58,598.0
win,Heavyweight,josh parisian,alan baudot,josh parisian,alan baudot,KO/TKO,Punches,2,3:04,484.0
win,Lightweight,thiago moises,christos giagos,thiago moises,christos giagos,SUB,Rear Naked Choke,1,3:05,185.0
win,Bantamweight,umar nurmagomedov,nate maness,umar nurmagomedov,nate maness,U-DEC,,3,5:00,900.0
win,Middleweight,chris curtis,rodolfo vieira,chris curtis,rodolfo vieira,U-DEC,,3,5:00,900.0
win,Light Heavyweight,carlos ulberg,tafon nchukwi,carlos ulberg,tafon nchukwi,KO/TKO,Punches,1,1:15,75.0
win,Featherweight,shayilan nuerdanbieke,tj brown,shayilan nuerdanbieke,tj brown,U-DEC,,3,5:00,900.0
win,Bantamweight,sergey morozov,raulian paiva,sergey morozov,raulian paiva,U-DEC,,3,5:00,900.0
win,Flyweight,cody durden,jp buys,cody durden,jp buys,KO/TKO,Punch,1,1:08,68.0
win,Bantamweight,mario bautista,brian kelleher,mario bautista,brian kelleher,SUB,Rear Naked Choke,1,2:27,147.0
win,Women's Strawweight,vanessa demopoulos,jinh yu frey,vanessa demopoulos,jinh yu frey,S-DEC,,3,5:00,900.0
win,Middleweight,israel adesanya,jared cannonier,israel adesanya,jared cannonier,U-DEC,,5,5:00,1500.0
win,Featherweight,alexander volkanovski,max holloway,alexander volkanovski,max holloway,U-DEC,,5,5:00,1500.0
win,Middleweight,alex pereira,sean strickland,alex pereira,sean strickland,KO/TKO,Punches,1,2:36,156.0
win,Welterweight,bryan barberena,robbie lawler,bryan barberena,robbie lawler,KO/TKO,Punches,2,4:47,587.0
win,Bantamweight,pedro munhoz,sean o'malley,pedro munhoz,sean o'malley,CNC,,2,3:09,489.0
win,Lightweight,jalin turner,brad riddell,jalin turner,brad riddell,SUB,Guillotine Choke,1,0:45,45.0
win,Welterweight,jim miller,donald cerrone,jim miller,donald cerrone,SUB,Guillotine Choke,2,1:32,392.0
win,Welterweight,ian machado garry,gabe green,ian machado garry,gabe green,U-DEC,,3,5:00,900.0
win,Middleweight,dricus du plessis,brad tavares,dricus du plessis,brad tavares,U-DEC,,3,5:00,900.0
win,Middleweight,andre muniz,uriah hall,andre muniz,uriah hall,U-DEC,,3,5:00,900.0
win,Women's Flyweight,maycee barber,jessica eye,maycee barber,jessica eye,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,julija stoliarenko,jessica-rose clark,julija stoliarenko,jessica-rose clark,SUB,Armbar,1,0:42,42.0
win,Featherweight,yair rodriguez,brian ortega,yair rodriguez,brian ortega,KO/TKO,,1,4:11,251.0
win,Women's Strawweight,amanda lemos,michelle waterson-gomez,amanda lemos,michelle waterson-gomez,SUB,Guillotine Choke,2,1:48,408.0
win,Welterweight,li jingliang,muslim salikhov,li jingliang,muslim salikhov,KO/TKO,Punches,2,4:38,578.0
win,Flyweight,matt schnell,sumudaerji,matt schnell,sumudaerji,SUB,Triangle Choke,2,4:24,564.0
win,Featherweight,shane burgos,charles jourdain,shane burgos,charles jourdain,M-DEC,,3,5:00,900.0
win,Women's Flyweight,lauren murphy,miesha tate,lauren murphy,miesha tate,U-DEC,,3,5:00,900.0
win,Middleweight,punahele soriano,dalcha lungiambula,punahele soriano,dalcha lungiambula,KO/TKO,Punch,2,0:28,328.0
win,Bantamweight,ricky simon,jack shore,ricky simon,jack shore,SUB,Arm Triangle,2,3:28,508.0
win,Featherweight,bill algeo,herbert burns,bill algeo,herbert burns,KO/TKO,,2,1:50,410.0
win,Light Heavyweight,dustin jacoby,da woon jung,dustin jacoby,da woon jung,KO/TKO,Punch,1,3:13,193.0
win,Middleweight,dustin stoltzfus,dwight grant,dustin stoltzfus,dwight grant,U-DEC,,3,5:00,900.0
win,Women's Strawweight,emily ducote,jessica penne,emily ducote,jessica penne,U-DEC,,3,5:00,900.0
win,Lightweight,rafael fiziev,rafael dos anjos,rafael fiziev,rafael dos anjos,KO/TKO,Punch,5,0:18,1218.0
win,Middleweight,caio borralho,armen petrosyan,caio borralho,armen petrosyan,U-DEC,,3,5:00,900.0
win,Bantamweight,said nurmagomedov,douglas silva de andrade,said nurmagomedov,douglas silva de andrade,U-DEC,,3,5:00,900.0
win,Heavyweight,chase sherman,jared vanderaa,chase sherman,jared vanderaa,KO/TKO,Punches,3,3:10,790.0
win,Bantamweight,aiemann zahabi,ricky turcios,aiemann zahabi,ricky turcios,U-DEC,,3,5:00,900.0
win,Lightweight,jamie mullarkey,michael johnson,jamie mullarkey,michael johnson,S-DEC,,3,5:00,900.0
win,Middleweight,cody brundage,tresean gore,cody brundage,tresean gore,KO/TKO,Punch,1,3:50,230.0
win,Women's Flyweight,antonina shevchenko,cortney casey,antonina shevchenko,cortney casey,S-DEC,,3,5:00,900.0
win,Featherweight,david onama,garrett armfield,david onama,garrett armfield,SUB,Arm Triangle,2,3:13,493.0
win,Light Heavyweight,kennedy nzechukwu,karl roberson,kennedy nzechukwu,karl roberson,KO/TKO,Elbows,3,2:19,739.0
win,Bantamweight,saidyokub kakhramonov,ronnie lawrence,saidyokub kakhramonov,ronnie lawrence,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,amanda nunes,julianna pena,amanda nunes,julianna pena,U-DEC,,5,5:00,1500.0
win,Flyweight,brandon moreno,kai kara-france,brandon moreno,kai kara-france,KO/TKO,Kick,3,4:34,874.0
win,Heavyweight,sergei pavlovich,derrick lewis,sergei pavlovich,derrick lewis,KO/TKO,Punches,1,0:55,55.0
win,Flyweight,alexandre pantoja,alex perez,alexandre pantoja,alex perez,SUB,Neck Crank,1,1:31,91.0
win,Light Heavyweight,magomed ankalaev,anthony smith,magomed ankalaev,anthony smith,KO/TKO,Punches,2,3:09,489.0
win,Welterweight,alex morono,matthew semelsberger,alex morono,matthew semelsberger,U-DEC,,3,5:00,900.0
win,Lightweight,drew dober,rafael alves,drew dober,rafael alves,KO/TKO,Punch,3,1:30,690.0
win,Heavyweight,don'tale mayes,hamdy abdelwahab,don'tale mayes,hamdy abdelwahab,Overturned,,3,5:00,900.0
win,Lightweight,drakkar klose,rafa garcia,drakkar klose,rafa garcia,U-DEC,,3,5:00,900.0
win,Welterweight,michael morales,adam fugitt,michael morales,adam fugitt,KO/TKO,Punch,3,1:09,669.0
win,Women's Bantamweight,joselyne edwards,ji yeon kim,joselyne edwards,ji yeon kim,S-DEC,,3,5:00,900.0
win,Light Heavyweight,nicolae negumereanu,ihor potieria,nicolae negumereanu,ihor potieria,KO/TKO,Knees,2,3:33,513.0
win,Welterweight,orion cosce,blood diamond,orion cosce,blood diamond,U-DEC,,3,5:00,900.0
win,Heavyweight,curtis blaydes,tom aspinall,curtis blaydes,tom aspinall,KO/TKO,,1,0:15,15.0
win,Middleweight,jack hermansson,chris curtis,jack hermansson,chris curtis,U-DEC,,3,5:00,900.0
win,Lightweight,paddy pimblett,jordan leavitt,paddy pimblett,jordan leavitt,SUB,Rear Naked Choke,2,2:46,466.0
win,Light Heavyweight,nikita krylov,alexander gustafsson,nikita krylov,alexander gustafsson,KO/TKO,Punch,1,1:07,67.0
win,Women's Flyweight,molly mccann,hannah goldy,molly mccann,hannah goldy,KO/TKO,Spinning Back Elbow,1,3:52,232.0
win,Light Heavyweight,volkan oezdemir,paul craig,volkan oezdemir,paul craig,U-DEC,,3,5:00,900.0
win,Lightweight,ludovit klein,mason jones,ludovit klein,mason jones,U-DEC,,3,5:00,900.0
win,Lightweight,marc diakiese,damir hadzovic,marc diakiese,damir hadzovic,U-DEC,,3,5:00,900.0
win,Featherweight,nathaniel wood,charles rosa,nathaniel wood,charles rosa,U-DEC,,3,5:00,900.0
win,Featherweight,jonathan pearce,makwan amirkhani,jonathan pearce,makwan amirkhani,KO/TKO,Punches,2,4:10,550.0
win,Flyweight,muhammad mokaev,charles johnson,muhammad mokaev,charles johnson,U-DEC,,3,5:00,900.0
win,Lightweight,jai herbert,kyle nelson,jai herbert,kyle nelson,U-DEC,,3,5:00,900.0
win,Women's Flyweight,victoria leonardo,mandy bohm,victoria leonardo,mandy bohm,U-DEC,,3,5:00,900.0
win,Welterweight,nicolas dalby,claudio silva,nicolas dalby,claudio silva,U-DEC,,3,5:00,900.0
win,Bantamweight,marlon vera,dominick cruz,marlon vera,dominick cruz,KO/TKO,Kick,4,2:17,1037.0
win,Featherweight,nate landwehr,david onama,nate landwehr,david onama,M-DEC,,3,5:00,900.0
win,Women's Strawweight,yazmin jauregui,iasmin lucindo,yazmin jauregui,iasmin lucindo,U-DEC,,3,5:00,900.0
win,Light Heavyweight,azamat murzakanov,devin clark,azamat murzakanov,devin clark,KO/TKO,Punch,3,1:18,678.0
win,Women's Bantamweight,priscila cachoeira,ariane da silva,priscila cachoeira,ariane da silva,KO/TKO,Punches,1,1:05,65.0
win,Middleweight,gerald meerschaert,bruno silva,gerald meerschaert,bruno silva,SUB,Guillotine Choke,3,1:39,699.0
win,Catch Weight,angela hill,loopy godinez,angela hill,loopy godinez,U-DEC,,3,5:00,900.0
win,Heavyweight,martin buday,lukasz brzeski,martin buday,lukasz brzeski,S-DEC,,3,5:00,900.0
win,Women's Flyweight,nina nunes,cynthia calvillo,nina nunes,cynthia calvillo,S-DEC,,3,5:00,900.0
win,Lightweight,gabriel benitez,charlie ontiveros,gabriel benitez,charlie ontiveros,KO/TKO,Punches,1,3:33,213.0
win,Flyweight,tyson nam,ode osbourne,tyson nam,ode osbourne,KO/TKO,Punch,1,2:59,179.0
win,Catch Weight,josh quinlan,jason witt,josh quinlan,jason witt,KO/TKO,Punch,1,2:09,129.0
draw,Bantamweight,youssef zalal,da'mon blackshear,,,M-DEC,,3,5:00,900.0
win,Welterweight,leon edwards,kamaru usman,leon edwards,kamaru usman,KO/TKO,Kick,5,4:04,1444.0
win,Middleweight,paulo costa,luke rockhold,paulo costa,luke rockhold,U-DEC,,3,5:00,900.0
win,Bantamweight,merab dvalishvili,jose aldo,merab dvalishvili,jose aldo,U-DEC,,3,5:00,900.0
win,Women's Bantamweight,lucie pudilova,wu yanan,lucie pudilova,wu yanan,KO/TKO,Elbows,2,4:04,544.0
win,Light Heavyweight,tyson pedro,harry hunsucker,tyson pedro,harry hunsucker,KO/TKO,Kick,1,1:05,65.0
win,Heavyweight,marcin tybura,alexandr romanov,marcin tybura,alexandr romanov,M-DEC,,3,5:00,900.0
win,Lightweight,jared gordon,leonardo santos,jared gordon,leonardo santos,U-DEC,,3,5:00,900.0
draw,Featherweight,sean woodson,luis saldana,,,S-DEC,,3,5:00,900.0
win,Welterweight,ange loosa,aj fletcher,ange loosa,aj fletcher,U-DEC,,3,5:00,900.0
win,Flyweight,amir albazi,francisco figueiredo,amir albazi,francisco figueiredo,SUB,Rear Naked Choke,1,4:34,274.0
win,Bantamweight,aoriqileng,jay perrin,aoriqileng,jay perrin,U-DEC,,3,5:00,900.0
win,Flyweight,victor altamirano,daniel lacerda,victor altamirano,daniel lacerda,KO/TKO,Punches,1,3:39,219.0
win,Welterweight,nate diaz,tony ferguson,nate diaz,tony ferguson,SUB,Guillotine Choke,4,2:52,1072.0
win,Catch Weight,khamzat chimaev,kevin holland,khamzat chimaev,kevin holland,SUB,D'Arce Choke,1,2:13,133.0
win,Catch Weight,daniel rodriguez,li jingliang,daniel rodriguez,li jingliang,S-DEC,,3,5:00,900.0
win,Catch Weight,irene aldana,macy chiasson,irene aldana,macy chiasson,KO/TKO,Kick,3,2:21,741.0
win,Light Heavyweight,johnny walker,ion cutelaba,johnny walker,ion cutelaba,SUB,Rear Naked Choke,1,4:37,277.0
win,Featherweight,julian erosa,hakeem dawodu,julian erosa,hakeem dawodu,U-DEC,,3,5:00,900.0
win,Catch Weight,jailton almeida,anton turkalj,jailton almeida,anton turkalj,SUB,Rear Naked Choke,1,4:27,267.0
win,Middleweight,denis tiuliulin,jamie pickett,denis tiuliulin,jamie pickett,KO/TKO,Punches,2,4:52,592.0
win,Heavyweight,chris barnett,jake collier,chris barnett,jake collier,KO/TKO,Punches,2,2:24,444.0
win,Women's Featherweight,norma dumont,danyelle wolf,norma dumont,danyelle wolf,U-DEC,,3,5:00,900.0
win,Bantamweight,alatengheili,chad anheliger,alatengheili,chad anheliger,U-DEC,,3,5:00,900.0
win,Women's Strawweight,elise reed,melissa martinez,elise reed,melissa martinez,U-DEC,,3,5:00,900.0
win,Welterweight,yohan lainesse,darian weeks,yohan lainesse,darian weeks,S-DEC,,3,5:00,900.0
win,Light Heavyweight,jamahal hill,thiago santos,jamahal hill,thiago santos,KO/TKO,Elbows,4,2:31,1051.0
win,Welterweight,geoff neal,vicente luque,geoff neal,vicente luque,KO/TKO,Punches,3,2:01,721.0
win,Heavyweight,mohammed usman,zac pauga,mohammed usman,zac pauga,KO/TKO,Punch,2,0:36,336.0
win,Women's Flyweight,juliana miller,brogan walker,juliana miller,brogan walker,KO/TKO,Elbows,3,3:57,837.0
win,Heavyweight,serghei spivac,augusto sakai,serghei spivac,augusto sakai,KO/TKO,Punches,2,3:42,522.0
win,Lightweight,terrance mckinney,erick gonzalez,terrance mckinney,erick gonzalez,SUB,Rear Naked Choke,1,2:17,137.0
win,Middleweight,michal oleksiejczuk,sam alvey,michal oleksiejczuk,sam alvey,KO/TKO,Punch,1,1:56,116.0
win,Welterweight,bryan battle,takashi sato,bryan battle,takashi sato,KO/TKO,Kick,1,0:44,44.0
win,Women's Strawweight,cory mckenna,miranda granger,cory mckenna,miranda granger,SUB,Von Flue Choke,2,1:03,363.0
win,Women's Bantamweight,mayra bueno silva,stephanie egger,mayra bueno silva,stephanie egger,SUB,Armbar,1,1:17,77.0
win,Heavyweight,ciryl gane,tai tuivasa,ciryl gane,tai tuivasa,KO/TKO,Punches,3,4:23,863.0
win,Middleweight,robert whittaker,marvin vettori,robert whittaker,marvin vettori,U-DEC,,3,5:00,900.0
win,Middleweight,nassourdine imavov,joaquin buckley,nassourdine imavov,joaquin buckley,U-DEC,,3,5:00,900.0
win,Middleweight,roman kopylov,alessio di chirico,roman kopylov,alessio di chirico,KO/TKO,Punches,3,1:09,669.0
win,Featherweight,william gomis,jarno errens,william gomis,jarno errens,M-DEC,,3,5:00,900.0
win,Featherweight,nathaniel wood,charles jourdain,nathaniel wood,charles jourdain,U-DEC,,3,5:00,900.0
win,Middleweight,abus magomedov,dustin stoltzfus,abus magomedov,dustin stoltzfus,KO/TKO,Punches,1,0:19,19.0
win,Lightweight,nasrat haqparast,john makdessi,nasrat haqparast,john makdessi,U-DEC,,3,5:00,900.0
win,Lightweight,fares ziam,michal figlak,fares ziam,michal figlak,U-DEC,,3,5:00,900.0
win,Lightweight,benoit saint denis,gabriel miranda,benoit saint denis,gabriel miranda,KO/TKO,Punch,2,0:16,316.0
win,Bantamweight,cristian quinonez,khalid taha,cristian quinonez,khalid taha,KO/TKO,Punches,1,3:15,195.0
win,Women's Featherweight,stephanie egger,ailin perez,stephanie egger,ailin perez,SUB,Rear Naked Choke,2,4:54,594.0
win,Bantamweight,cory sandhagen,song yadong,cory sandhagen,song yadong,KO/TKO,,4,5:00,1200.0
win,Middleweight,gregory rodrigues,chidi njokuani,gregory rodrigues,chidi njokuani,KO/TKO,Punches,2,1:27,387.0
win,Featherweight,andre fili,bill algeo,andre fili,bill algeo,S-DEC,,3,5:00,900.0
win,Middleweight,joe pyfer,alen amedovski,joe pyfer,alen amedovski,KO/TKO,Punch,1,3:55,235.0
